"","#0F4A9C","#53f1fc","#635547","#67000d","#7F6874","#8870ad","#90BF75","#9e6762","#C594BF","#DABE99","#DFCDE4","#EF5A9D","#cc7818","#d6616b","#ffad1e","#ffd854"
"Ndufb7",14,20,171,26,25,29,122,17,186,60,37,48,96,71,9,124
"Ndufb8",21,38,345,37,34,37,230,39,380,99,79,77,180,157,20,293
"Ndufb9",29,31,270,34,45,38,196,50,347,107,73,74,138,122,22,278
"Ndufc1",14,27,124,13,19,28,95,21,159,49,55,35,111,66,9,135
"Ndufc2",21,37,240,19,27,45,204,40,298,84,77,71,151,89,22,290
"Ndufs1",15,16,141,14,28,35,110,24,165,51,46,39,62,70,11,125
"Ndufs2",22,28,223,31,34,42,169,35,300,74,67,76,119,146,12,175
"Ndufs3",6,9,59,8,10,9,47,9,57,21,19,15,36,19,3,51
"Ndufs4",28,23,211,20,20,42,143,33,260,93,58,56,130,93,8,129
"Ndufs5",2,5,14,0,1,4,19,2,16,6,9,7,13,6,3,16
"Ndufs6",26,25,273,31,46,40,209,36,291,85,79,100,145,66,12,267
"Ndufs7",10,32,149,27,33,34,130,28,218,57,46,52,102,96,13,183
"Ndufs8",8,11,102,15,16,13,74,23,125,28,28,21,55,70,15,122
"Ndufv1",12,25,155,17,31,32,108,24,205,58,41,41,81,100,13,125
"Ndufv2",35,39,343,29,53,60,268,54,386,83,94,105,210,160,23,284
"Ndufv3",18,21,208,7,30,45,141,26,215,64,52,42,119,43,16,184
"Neb",1,0,3,0,0,0,3,0,6,1,0,2,0,0,0,1
"Necab1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Necab2",2,0,4,0,0,1,1,1,5,2,1,3,0,0,1,9
"Necab3",1,0,6,0,0,0,5,1,2,0,0,2,1,0,0,1
"Necap2",4,0,29,12,7,3,16,3,39,9,7,11,24,69,1,29
"Nedd1",3,10,63,2,9,9,30,4,71,15,20,15,40,22,2,38
"Nedd4",159,206,1211,20,126,281,890,148,1811,417,441,450,669,127,35,664
"Nedd4l",3,1,14,1,0,1,6,0,6,0,4,2,4,12,1,24
"Nedd8",40,39,337,45,59,68,290,42,480,120,117,104,231,156,27,321
"Nedd9",2,0,1,1,1,0,0,1,1,2,0,12,3,0,0,2
"Nefh",2,0,7,0,0,0,9,2,0,4,2,0,1,1,1,5
"Nefl",0,3,21,1,0,1,20,5,11,6,2,0,2,0,0,4
"Nefm",0,0,27,0,0,1,17,1,7,10,1,2,1,0,0,0
"Negr1",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Neil1",0,0,2,0,0,0,3,0,0,1,1,2,0,0,0,0
"Neil2",0,0,1,0,0,0,2,0,2,1,0,0,1,0,0,1
"Neil3",1,3,26,0,0,6,4,1,26,3,7,2,8,3,0,8
"Nek10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nek11",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nek2",8,7,67,7,21,10,55,11,85,26,22,23,30,20,8,117
"Nek3",1,1,21,2,0,5,18,2,26,11,6,8,8,10,4,32
"Nek4",1,10,31,2,1,9,30,7,49,18,12,10,14,2,1,25
"Nek5",7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
"Nek6",2,6,23,22,3,7,9,4,29,4,7,4,15,92,7,50
"Nek7",5,6,58,1,17,14,16,4,56,14,15,13,47,20,2,29
"Nek8",0,2,8,0,0,1,6,0,13,0,1,2,2,2,0,6
"Nek9",4,11,65,7,8,18,60,11,123,26,24,20,41,17,2,35
"Nelfb",10,13,100,5,12,16,83,8,111,29,23,30,58,30,8,70
"Nelfcd",8,12,124,10,7,12,66,6,131,26,28,18,33,46,2,60
"Nelfe",10,9,107,6,7,21,64,18,130,34,14,29,40,26,1,70
"Nell1",0,0,4,0,1,0,5,1,6,1,0,2,1,1,1,3
"Nell1os",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nell2",1,0,5,0,0,0,5,1,6,0,1,0,0,0,0,0
"Nemf",7,10,140,12,13,24,83,18,221,43,24,36,59,25,5,108
"Nenf",3,4,15,7,1,8,9,2,23,7,7,6,15,29,6,36
"Nepn",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"Nepro",2,5,49,7,2,6,28,10,61,14,10,11,21,21,3,50
"Nes",4,7,87,4,1,7,51,13,86,17,12,9,13,44,0,14
"Nespas",0,1,13,1,0,1,5,2,7,2,3,1,2,1,0,3
"Net1",6,5,74,10,42,15,67,16,114,32,17,35,39,68,5,81
"Neto1",0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
"Neto2",2,4,13,2,1,2,9,3,30,5,10,8,11,2,0,5
"Neu1",3,1,28,16,50,6,13,1,8,5,1,8,5,22,2,46
"Neu2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neu3",0,0,2,0,0,2,0,0,2,0,0,0,5,0,0,1
"Neu4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neurl1a",4,0,10,0,0,0,2,0,12,1,1,5,5,2,0,6
"Neurl1b",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Neurl2",0,1,3,0,0,3,3,2,3,3,2,1,2,2,0,5
"Neurl3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neurl4",1,5,45,3,4,7,23,3,46,11,7,10,24,1,0,13
"Neurod2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neurod4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neurod6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neurog1",1,2,7,0,0,0,8,0,4,1,1,2,0,0,0,0
"Neurog2",0,0,3,0,0,0,4,2,1,1,0,0,0,0,0,1
"Neurog3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nexn",7,3,12,0,0,0,4,0,6,1,4,3,18,0,0,0
"Nf2",10,14,74,6,7,24,46,9,126,24,15,21,35,16,4,65
"Nfam1",1,0,0,0,0,1,0,1,2,0,0,0,1,2,0,1
"Nfasc",1,0,12,0,0,0,17,2,3,3,0,0,0,0,0,0
"Nfatc1",0,3,5,2,1,2,0,1,16,0,3,1,11,5,0,28
"Nfatc2",0,1,1,0,4,0,1,0,0,0,1,0,13,1,1,5
"Nfatc2ip",0,3,20,1,1,2,12,2,32,5,5,5,5,0,0,14
"Nfatc3",3,20,113,10,8,24,70,18,141,27,38,38,63,51,1,75
"Nfatc4",0,2,35,0,0,6,13,1,22,6,2,4,5,1,0,1
"Nfe2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nfe2l1",14,14,148,21,18,21,102,19,176,41,26,43,61,85,9,105
"Nfe2l2",7,18,79,8,45,29,41,7,134,27,24,26,50,33,3,106
"Nfe2l3",0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0
"Nfia",1,1,4,2,1,1,4,0,8,3,1,2,5,2,0,4
"Nfib",0,0,33,0,1,2,15,1,19,10,2,6,9,0,0,1
"Nfic",2,2,25,0,1,0,5,4,13,5,2,2,3,1,1,8
"Nfil3",2,17,48,0,5,18,35,8,109,16,27,17,30,4,2,5
"Nfix",0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1
"Nfkb1",6,4,23,0,4,8,24,11,57,16,11,28,37,0,1,7
"Nfkb2",2,0,11,7,1,2,7,0,13,5,1,2,8,3,1,33
"Nfkbia",5,10,20,5,5,8,17,2,45,14,11,13,29,19,3,40
"Nfkbib",0,10,77,9,20,12,62,5,79,21,11,19,38,21,5,95
"Nfkbid",0,0,4,0,0,0,2,0,1,1,0,1,1,2,0,0
"Nfkbie",1,2,8,0,0,0,2,3,7,3,0,0,6,15,1,3
"Nfkbil1",0,4,9,1,0,4,11,2,12,4,4,4,4,2,0,6
"Nfrkb",2,0,26,0,5,5,15,4,31,5,2,6,7,1,0,18
"Nfs1",0,4,47,7,5,8,30,9,62,11,8,8,28,42,3,50
"Nfu1",4,2,67,8,7,11,43,9,59,15,15,17,45,22,4,43
"Nfya",6,7,39,9,7,4,36,1,52,17,17,13,27,47,2,24
"Nfyb",13,21,306,5,11,28,178,38,251,76,54,49,71,28,7,156
"Nfyc",4,9,65,7,3,17,57,7,101,28,18,16,45,22,7,67
"Ngb",0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0
"Ngdn",10,8,133,12,20,5,88,19,149,41,26,34,51,45,9,94
"Ngef",0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0
"Ngf",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Ngfr",0,0,3,0,0,0,2,5,7,6,2,0,0,0,0,1
"Ngfrap1",62,66,604,32,119,149,499,94,751,248,209,176,900,231,131,1806
"Ngly1",0,3,5,1,3,2,2,0,10,0,4,2,5,1,1,6
"Ngp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ngrn",7,7,110,7,6,11,66,8,99,33,24,28,40,22,7,85
"Nhej1",1,3,18,2,1,0,9,3,29,3,5,5,8,1,0,8
"Nhlh1",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"Nhlh2",0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0
"Nhlrc1",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"Nhlrc2",6,3,38,4,4,4,25,3,51,3,7,6,15,6,2,21
"Nhlrc3",0,0,3,0,0,0,0,0,5,1,0,0,0,1,0,1
"Nhlrc4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Nhp2",20,45,489,83,74,90,376,64,518,176,118,113,292,307,44,699
"Nhs",0,1,0,0,0,0,2,2,8,0,1,0,0,0,0,1
"Nhsl1",2,1,19,3,1,4,15,3,23,7,2,11,4,17,1,15
"Nhsl2",0,3,9,0,1,7,3,0,9,4,5,0,32,1,0,1
"Nicn1",3,5,50,0,7,7,30,4,39,10,2,6,19,4,2,24
"Nid1",0,2,5,23,5,5,4,0,16,2,5,7,26,98,3,74
"Nid2",13,13,57,0,42,16,45,15,76,23,19,39,59,3,1,41
"Nif3l1",5,10,74,7,5,13,64,14,119,34,34,15,38,31,10,97
"Nifk",3,24,248,21,21,40,160,24,276,57,60,46,110,97,18,225
"Nim1k",0,0,1,0,0,0,3,0,2,1,0,0,2,0,0,1
"Nin",3,3,19,10,2,14,19,5,85,8,14,10,21,12,3,54
"Ninj1",4,4,24,16,30,4,23,2,16,5,3,8,13,42,4,39
"Ninj2",1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,2
"Ninl",0,7,25,0,0,7,26,0,58,14,11,5,18,4,0,60
"Nip7",4,19,144,33,15,39,126,17,186,63,50,40,126,90,17,236
"Nipa1",0,1,4,1,0,0,2,0,3,0,1,1,6,1,0,4
"Nipa2",4,11,78,19,13,11,43,21,104,17,22,23,47,51,7,65
"Nipal1",0,0,1,0,1,0,0,0,2,0,0,1,4,0,0,1
"Nipal2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Nipal3",3,1,7,0,1,2,7,1,2,1,1,4,1,1,0,5
"Nipal4",0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0
"Nipbl",15,49,335,9,23,60,165,28,458,104,51,95,75,68,4,138
"Nipsnap3a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nipsnap3b",1,5,37,3,6,7,23,2,43,9,14,11,32,14,1,22
"Nisch",21,49,301,10,24,63,191,33,355,84,77,62,158,65,7,157
"Nit1",4,3,33,3,2,8,30,5,38,18,9,19,19,12,4,31
"Nit2",1,4,26,9,4,3,26,6,40,10,11,8,20,22,2,60
"Nkain1",3,6,89,0,0,10,59,14,67,26,19,24,39,56,9,28
"Nkain2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nkain3",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Nkain4",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Nkap",7,9,86,9,4,11,46,11,75,21,17,20,36,31,3,46
"Nkapl",0,0,3,0,0,2,4,0,2,1,0,1,2,0,0,1
"Nkd1",9,7,36,0,8,42,30,11,196,18,62,25,73,2,1,6
"Nkd2",1,2,3,0,0,1,4,0,8,1,0,2,3,0,0,0
"Nkg7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nkiras1",0,1,8,1,1,0,4,2,14,0,2,2,6,5,1,7
"Nkpd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nkrf",1,3,28,2,5,2,19,2,36,6,6,5,8,12,1,33
"Nkx-1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nkx1-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nkx1-2",0,0,1,0,0,0,0,2,2,2,0,0,1,0,0,0
"Nkx2-1",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Nkx2-2",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Nkx2-2os",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nkx2-3",0,0,1,0,1,0,1,0,1,1,0,1,2,0,0,0
"Nkx2-4",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Nkx2-5",0,10,2,0,0,2,1,0,1,0,2,0,1,0,0,0
"Nkx2-6",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Nkx2-9",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"Nkx3-1",1,0,5,0,0,0,4,0,3,2,0,0,0,0,0,1
"Nkx3-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nkx6-1",0,0,0,0,0,0,2,0,4,0,1,0,1,1,0,1
"Nkx6-2",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Nkx6-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nle1",4,8,62,9,1,11,60,5,68,23,21,14,30,26,6,77
"Nlgn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nlgn2",4,1,52,2,1,10,33,1,21,11,1,10,5,2,1,16
"Nlk",4,14,93,0,4,10,34,9,118,16,17,31,37,13,1,45
"Nln",3,3,48,4,9,14,30,2,65,22,10,17,29,26,3,43
"Nlrc3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nlrc4",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Nlrp10",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Nlrp12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nlrp14",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Nlrp1a",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nlrp1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nlrp1c-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nlrp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nlrp3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nlrp4a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nlrp4b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nlrp4c",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"Nlrp4e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nlrp4f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nlrp4g",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nlrp5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nlrp5-ps;Vmn1r90",0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2
"Nlrp6",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nlrp9a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nlrp9b",0,0,1,0,0,0,0,0,2,1,0,1,0,1,0,0
"Nlrp9c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nlrx1",0,0,0,5,0,0,2,0,0,0,0,0,0,7,1,27
"Nmb",1,2,9,1,0,6,6,1,15,3,4,3,7,4,1,6
"Nmbr",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Nme1",33,70,619,82,81,147,526,90,859,217,247,161,455,272,59,626
"Nme2",66,114,913,166,147,222,762,137,1264,324,294,266,718,554,92,1063
"Nme4",1,9,110,1,3,14,80,19,97,23,26,35,58,8,1,30
"Nme5",14,0,5,1,0,1,0,5,6,2,0,3,0,0,0,0
"Nme6",4,3,36,5,13,13,47,2,56,13,15,19,19,22,4,81
"Nme7",15,3,47,2,4,5,39,11,61,23,24,21,23,15,0,52
"Nme8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nmi",0,0,1,2,0,0,3,0,1,1,0,0,0,4,0,2
"Nmnat1",1,3,21,0,0,2,14,2,27,3,4,9,9,4,1,16
"Nmnat2",0,1,25,0,0,1,13,4,10,8,1,0,2,1,0,3
"Nmnat3",0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
"Nmral1",7,9,115,2,4,16,91,26,116,51,21,37,41,14,7,48
"Nmrk1",0,0,2,0,1,0,3,0,3,0,3,0,0,7,0,4
"Nmrk2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nms",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nmt2",16,20,175,37,39,26,133,21,171,67,42,53,88,99,18,245
"Nmu",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Nmur1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nmur2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nnat",25,16,62,0,0,13,37,10,203,24,15,32,17,2,0,3
"Nnmt",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nnt",4,5,54,1,6,7,27,6,43,19,14,13,20,10,4,77
"Noa1",5,8,63,1,7,9,32,4,75,16,15,19,28,14,1,69
"Nob1",9,14,138,17,11,18,110,21,185,35,39,34,75,65,11,145
"Nobox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Noc2l",6,17,219,41,18,48,137,20,256,59,40,58,150,146,10,184
"Noc3l",4,11,64,5,7,15,60,11,100,21,14,25,41,34,2,83
"Noc4l",2,16,110,7,13,23,88,14,140,35,25,29,53,34,9,101
"Noct",2,7,54,17,12,11,35,11,73,18,16,14,37,46,7,197
"Nod1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nod2",0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,1
"Nodal",1,0,19,0,0,1,13,8,2,11,0,4,0,0,0,2
"Nog",12,2,4,0,0,9,4,1,10,2,1,12,5,0,0,2
"Nol10",12,11,97,4,6,19,62,15,132,30,24,13,52,54,4,99
"Nol11",8,13,186,8,16,30,134,20,195,71,32,38,94,54,6,190
"Nol12",3,16,96,8,1,23,60,11,118,29,18,25,59,34,12,132
"Nol3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nol4",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"Nol4l",3,6,20,2,8,10,14,1,35,5,5,12,32,4,0,12
"Nol6",5,8,85,20,4,14,52,7,119,22,21,14,33,37,5,100
"Nol7",22,27,328,31,34,30,223,40,287,101,49,75,137,81,14,259
"Nol8",6,20,151,18,21,20,73,17,196,55,31,29,67,59,4,146
"Nol9",2,15,153,21,15,32,93,26,183,59,36,28,67,83,13,182
"Nolc1",23,62,732,71,75,126,369,69,868,191,143,103,226,286,30,738
"Nom1",3,12,90,3,5,9,35,7,104,28,23,17,37,30,8,68
"Nomo1",3,11,71,14,29,22,57,9,131,35,23,25,37,58,4,126
"Nop10",12,27,203,25,37,37,192,26,229,67,71,49,111,78,23,233
"Nop14",8,35,290,22,30,49,178,33,377,102,64,73,101,91,20,290
"Nop16",4,12,125,34,19,27,83,8,174,33,39,33,90,111,18,217
"Nop2",15,13,225,22,26,42,130,37,297,67,44,40,100,81,16,295
"Nop58",21,106,1013,98,86,150,590,126,1204,276,210,159,337,242,36,705
"Nop9",4,14,118,17,7,17,90,10,149,39,36,32,73,57,8,108
"Nos1",0,1,1,2,0,0,1,0,0,0,1,0,0,6,2,15
"Nos1ap",0,0,4,0,0,1,0,0,0,1,0,0,3,6,0,2
"Nos2",0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0
"Nos3",0,0,4,0,0,0,2,0,3,1,1,1,1,0,0,4
"Nosip",6,6,97,6,12,13,76,17,129,30,19,29,56,31,2,63
"Nostrin",0,0,0,8,8,0,0,0,2,0,0,1,0,43,0,3
"Notch2",5,9,53,2,6,12,33,7,53,19,12,18,43,32,0,28
"Notch3",3,4,41,0,0,6,22,0,26,15,4,7,10,0,0,2
"Notch4",4,1,4,0,0,0,7,1,13,3,1,0,2,0,0,11
"Noto",7,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
"Notum",0,0,5,0,1,2,5,1,7,3,1,1,6,0,0,0
"Nov",0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,2
"Nova1",0,1,11,0,0,1,1,0,16,2,2,2,1,0,0,0
"Nova2",0,0,4,0,0,0,4,0,1,1,0,1,1,0,0,7
"Nox1",0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
"Nox3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nox4",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Noxa1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Noxo1",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4
"Noxred1",1,0,3,0,0,1,2,0,1,1,2,3,2,0,0,2
"Npas1",0,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0
"Npas2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"Npas3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Npas4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Npb",0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1
"Npbwr1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Npc1",2,3,36,6,20,10,25,3,33,8,8,24,23,8,0,33
"Npc1l1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Npc2",14,51,153,22,57,65,114,22,308,57,64,69,149,82,6,119
"Npdc1",2,1,29,0,0,0,18,1,8,5,3,6,4,2,0,14
"Npepl1",1,1,29,1,5,7,28,6,14,10,3,14,26,4,3,27
"Npepps",16,19,167,21,18,34,127,20,161,60,21,83,96,73,8,146
"Npffr1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Npffr2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nphp1",19,1,17,0,1,1,8,1,34,5,7,7,9,0,0,6
"Nphp4",1,1,5,1,0,4,4,0,3,2,1,1,1,2,0,2
"Nphs1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nphs1os",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nphs2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Npl",0,0,4,0,66,2,3,0,8,0,0,0,6,0,0,1
"Nploc4",8,4,103,16,6,18,74,12,115,32,20,19,78,52,9,90
"Npm2",0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0
"Npm3",3,4,61,4,4,17,53,12,100,27,30,34,46,16,4,51
"Npm3-ps1",1,0,17,3,0,6,27,4,28,8,10,13,15,6,1,10
"Npnt",0,0,7,0,1,0,2,0,4,1,0,5,1,0,1,3
"Nppa",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Nppb",0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,4
"Nppc",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Npr1",0,0,7,2,3,3,2,0,7,1,1,3,7,8,1,7
"Npr2",0,0,0,0,0,1,0,1,4,0,0,0,4,0,0,1
"Npr3",0,0,2,0,1,0,2,0,2,1,0,0,1,0,0,0
"Nprl2",2,4,19,3,12,1,12,1,12,5,5,6,8,3,1,18
"Nprl3",2,0,14,0,2,2,5,3,19,5,6,5,8,3,0,20
"Nps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Npsr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nptn",10,17,53,9,32,19,47,15,102,25,16,29,54,70,10,110
"Nptx1",0,0,2,0,0,0,2,0,3,2,0,0,0,0,0,0
"Nptx2",5,3,19,0,0,2,20,5,20,7,3,41,3,2,1,5
"Npvf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Npw",0,0,4,0,0,1,4,0,4,0,0,0,1,0,0,2
"Npy",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Npy1r",0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0
"Npy2r",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Npy4r",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Npy5r",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Npy6r",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nqo1",0,0,3,1,1,0,5,0,1,1,0,0,0,0,0,3
"Nr0b1",0,0,3,0,0,0,4,0,1,0,0,0,0,0,5,130
"Nr0b2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nr1d2",2,6,29,1,5,8,19,4,28,6,14,11,18,1,0,9
"Nr1h2",6,7,93,8,4,15,62,6,80,13,16,22,27,18,2,37
"Nr1h3",0,0,3,0,0,1,0,0,2,1,2,0,1,0,0,1
"Nr1h4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Nr1h5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nr1i2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nr1i3",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
"Nr2c2",3,11,67,0,9,11,41,10,88,24,10,14,31,11,1,26
"Nr2c2ap",4,2,47,8,9,19,38,8,52,12,9,17,25,20,5,35
"Nr2e1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nr2e3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nr2f1",0,0,4,0,0,1,1,0,5,0,3,0,1,0,0,0
"Nr2f2",0,2,1,25,4,1,0,1,1,0,0,1,3,33,1,5
"Nr2f6",7,5,84,1,10,10,44,14,52,17,14,35,14,37,7,54
"Nr3c1",4,5,29,0,3,5,16,4,58,10,20,9,6,1,0,2
"Nr3c2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Nr4a1",0,3,6,0,0,2,1,1,8,0,2,1,6,0,3,30
"Nr4a2",0,0,4,0,1,0,2,0,8,0,3,1,2,0,0,1
"Nr4a3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nr5a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nr5a2",0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
"Nr6a1",18,32,297,8,20,21,161,26,279,82,43,71,55,165,8,44
"Nradd",1,2,9,1,0,4,12,0,10,3,7,11,16,1,0,5
"Nrap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nrarp",1,3,7,1,0,0,7,10,34,12,8,9,2,3,0,31
"Nras",27,45,320,30,24,64,205,44,416,119,81,81,165,88,8,168
"Nrbf2",0,2,7,0,2,3,4,0,20,5,3,3,2,2,0,4
"Nrbp2",0,0,6,0,0,0,2,0,2,1,3,0,2,1,0,3
"Nrcam",0,2,5,0,0,0,2,0,3,3,1,0,1,1,0,0
