"","#0F4A9C","#53f1fc","#635547","#67000d","#7F6874","#8870ad","#90BF75","#9e6762","#C594BF","#DABE99","#DFCDE4","#EF5A9D","#cc7818","#d6616b","#ffad1e","#ffd854"
"Cldn3",2,0,13,0,0,2,7,0,1,1,0,3,0,0,6,76
"Cldn34-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn34a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn34b1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Cldn34b2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn34b3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn34b4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn34c1",0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1
"Cldn34c4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn34d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn4",0,0,7,0,1,1,4,1,1,2,0,0,0,1,3,26
"Cldn5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn6",82,0,221,2,148,5,173,8,29,91,5,232,3,3,20,211
"Cldn7",16,2,148,4,48,3,97,1,18,50,7,76,1,3,9,75
"Cldn8",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Cldn9",2,0,4,0,0,0,3,0,3,0,0,5,0,0,0,1
"Cldnd1",22,19,91,3,18,59,72,9,302,68,47,49,76,13,4,29
"Cldnd2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec10a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec11a",1,0,1,0,0,0,8,0,2,0,1,0,1,0,0,1
"Clec12a",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec12b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec14a",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"Clec16a",0,0,14,2,3,7,5,1,25,9,4,6,4,2,2,9
"Clec18a;mannose receptor precursor-like",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Clec1a",0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
"Clec1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec2d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec2e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec2f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec2g",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec2h",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec2i",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec2l",2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Clec3a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec3b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec4a1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Clec4a2",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Clec4a3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec4a4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec4b1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Clec4b2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec4d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec4e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec4f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec4g",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec4n",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec5a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec7a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec9a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clgn",0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
"Clhc1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Clic1",14,6,60,12,45,47,66,8,118,36,28,50,60,23,2,42
"Clic3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Clic5",0,0,5,0,21,0,0,0,0,2,0,1,0,1,0,1
"Clic6",2,0,7,0,139,5,5,0,9,3,1,17,1,0,0,3
"Clint1",23,20,200,8,54,63,153,19,369,119,84,59,81,30,9,97
"Clip2",1,0,11,7,1,0,5,1,8,7,1,2,2,5,0,4
"Clip3",15,4,121,0,1,9,114,12,103,67,11,4,14,1,0,12
"Clip4",2,0,2,0,0,2,3,1,2,3,0,3,0,0,0,0
"Clk1",41,19,290,14,41,44,184,27,361,186,68,67,45,23,4,48
"Clk2;Clk2-scamp3;Scamp3",32,15,223,11,26,51,149,22,347,135,79,89,77,18,9,99
"Clk3",16,8,81,11,14,27,53,13,147,53,29,27,33,23,0,46
"Clk4",15,3,74,2,17,15,50,5,102,58,16,22,12,4,2,18
"Clmn",7,6,15,0,1,7,5,1,41,7,13,6,6,2,2,7
"Cln3;Mir7059",6,0,29,3,3,13,13,3,31,14,11,7,6,6,0,19
"Cln5",9,5,23,6,13,19,23,4,79,21,12,11,15,10,1,28
"Cln6",1,0,9,2,5,3,11,0,13,8,3,3,6,4,2,12
"Cln8",6,9,49,1,8,10,41,2,78,28,22,18,24,6,2,24
"Clnk",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"Clns1a",76,35,431,18,26,151,414,38,822,267,164,134,210,45,21,211
"Clock",5,1,18,2,14,5,12,1,40,7,8,9,11,6,3,2
"Clp1",9,6,96,2,8,33,87,9,150,38,35,30,31,6,7,56
"Clpb;Rpl31",46,29,390,12,27,98,314,34,556,226,131,130,132,29,16,172
"Clpp",23,14,186,20,15,40,127,14,243,95,55,48,61,24,9,90
"Clps;Mir6969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clpsl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clptm1",18,5,80,11,19,31,49,12,162,52,42,33,42,7,7,50
"Clptm1l",5,5,50,12,12,13,49,4,100,35,20,14,27,29,2,24
"Clpx",15,9,68,5,11,23,65,7,141,61,31,35,36,15,5,45
"Clrn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clrn2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clrn3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clspn;Mir7119",12,9,171,13,12,32,79,16,276,70,43,54,47,22,5,45
"Clstn1",25,3,90,5,3,15,68,8,129,62,17,43,24,5,12,99
"Clstn2",0,1,0,0,0,1,0,0,3,0,0,1,1,0,0,0
"Clta",90,58,438,50,105,175,336,50,917,296,207,206,266,78,39,589
"Cltb",1,1,8,13,5,5,2,0,3,2,0,2,3,21,1,12
"Cltc",77,57,507,29,260,170,339,54,899,330,189,254,299,100,27,298
"Clu",1,2,16,0,2,1,15,0,12,8,4,1,4,0,1,13
"Cluap1",9,2,54,2,4,11,29,4,67,28,15,8,21,3,1,24
"Cluh",2,6,79,16,17,16,45,5,103,34,23,25,32,30,7,52
"Clvs2",0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0
"Clybl",16,4,40,2,2,6,37,3,79,30,14,15,9,6,1,15
"Cma1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cma2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cmah",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cmas",25,8,79,4,12,23,56,3,94,46,13,22,36,7,9,33
"Cmbl",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Cmc1",6,4,27,3,4,20,40,2,86,20,11,14,13,1,0,26
"Cmc2",7,5,53,5,11,30,67,4,121,38,25,18,35,10,5,41
"Cmc4;Mtcp1",2,2,15,0,0,7,8,1,28,6,4,5,1,2,0,4
"Cmip;Mir7077;Mir7078",19,12,133,3,5,41,78,14,279,58,45,44,65,12,10,78
"Cmklr1",0,0,1,0,0,0,0,0,8,3,1,3,1,3,0,0
"Cmpk1",40,19,142,17,43,65,108,24,330,129,68,63,79,31,12,74
"Cmpk2",0,1,0,0,1,0,1,0,3,0,0,0,2,0,0,0
"Cmss1",17,8,103,3,9,40,88,10,195,60,36,33,34,9,5,47
"Cmtm1;Cmtm2a",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cmtm2b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cmtm3",3,5,13,1,0,16,4,1,30,8,8,5,13,4,0,7
"Cmtm4",15,9,92,4,20,24,93,10,112,60,23,38,70,9,3,81
"Cmtm5",0,0,1,8,0,0,0,0,1,0,2,0,0,4,0,7
"Cmtm6",20,2,59,6,19,29,47,8,155,40,63,26,37,18,6,39
"Cmtm7",4,2,12,1,2,5,9,3,24,9,5,5,18,2,3,27
"Cmtr1",9,3,61,5,9,14,45,8,119,35,14,20,23,8,5,27
"Cmtr2",2,1,19,0,4,4,11,1,17,4,7,7,4,0,0,12
"Cmya5",0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0
"Cnbd2",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
"Cnbp",152,127,1374,147,118,462,1031,120,2511,870,533,562,655,297,81,809
"Cndp1",0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"Cndp2",13,10,83,12,86,15,65,7,176,38,41,30,18,35,4,41
"Cnep1r1",9,3,70,5,10,27,52,6,146,55,37,19,51,5,3,39
"Cnfn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cnga2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cnga3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cnga4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cngb1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cngb3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cnih1",59,28,271,32,37,119,228,20,623,193,142,106,185,54,13,166
"Cnih2",8,1,36,1,0,1,23,9,30,16,6,0,2,2,1,4
"Cnih3",1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0
"Cnih4",11,17,102,7,21,55,99,14,274,105,67,35,87,20,16,132
"Cnksr1",1,0,9,2,1,1,3,0,0,1,0,2,0,4,0,3
"Cnksr2",1,2,12,0,0,9,8,1,36,9,7,7,19,0,0,0
"Cnksr3",9,4,94,1,4,8,70,10,108,44,29,14,11,0,1,31
"Cnn1",0,0,11,0,0,0,14,0,6,3,2,0,3,0,0,0
"Cnn2",36,21,49,26,15,109,41,12,380,58,65,123,242,84,24,75
"Cnnm1",0,0,2,0,0,0,2,0,11,0,0,1,0,0,0,0
"Cnnm2",7,0,17,0,2,1,13,0,19,10,4,3,5,0,0,2
"Cnnm3",6,5,78,6,4,10,33,7,77,24,17,33,15,1,1,13
"Cnnm4",2,2,18,1,3,3,21,0,31,10,6,5,4,2,3,9
"Cnot10",26,11,85,11,8,27,55,10,159,61,35,36,45,17,7,37
"Cnot11",28,17,126,4,9,30,94,8,162,85,34,34,44,3,7,67
"Cnot1;Mir7073",44,40,348,18,45,82,253,44,534,220,114,127,124,46,18,128
"Cnot2",39,12,184,5,11,70,128,18,331,100,80,77,71,19,7,66
"Cnot4",10,13,148,13,17,34,59,11,188,66,40,31,55,18,7,48
"Cnot6",24,27,180,12,31,50,118,8,375,102,74,75,73,46,5,54
"Cnot6l",17,3,86,3,10,14,39,11,116,48,17,24,22,13,1,26
"Cnot7",28,20,175,7,28,68,111,11,322,117,80,65,68,21,10,77
"Cnot8",24,9,103,5,17,41,84,11,229,85,37,48,59,23,5,61
"Cnp",3,0,8,0,0,2,8,2,11,6,7,3,5,0,0,4
"Cnppd1",15,7,41,8,27,11,45,5,112,28,31,20,16,7,3,24
"Cnpy1",0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0
"Cnpy2",58,30,342,3,27,90,313,35,736,237,151,122,122,5,6,72
"Cnpy3",6,4,47,2,12,13,40,2,102,44,16,23,27,4,0,11
"Cnpy4",5,6,59,3,6,21,57,4,116,44,21,17,19,8,1,19
"Cnr1",2,2,4,0,0,1,3,0,20,3,6,2,0,0,0,1
"Cnr2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cnrip1",1,2,15,0,0,6,19,1,30,7,4,5,8,0,0,0
"Cnst",2,1,26,1,1,7,22,1,47,14,9,10,11,0,1,9
"Cntd1",0,0,1,0,0,0,2,0,4,2,1,0,0,1,0,1
"Cntf;Zfp91;Zfp91Cntf",28,25,168,23,26,57,73,20,335,94,73,66,74,50,6,53
"Cntfr",1,0,10,0,0,0,10,1,5,6,0,0,0,0,0,0
"Cntln",2,1,1,0,0,2,1,2,9,4,1,3,2,0,0,0
"Cntn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cntn2",2,0,7,0,0,0,3,0,3,4,0,2,0,0,0,0
"Cntn3",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cntn4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cntn5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cntn6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cntnap1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cntnap2",3,1,17,0,3,1,27,1,8,18,3,21,5,0,0,0
"Cntnap3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cntnap4",0,0,3,0,0,0,2,0,2,1,0,0,0,0,0,0
"Cntnap5a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cntnap5b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cntnap5c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cntrl",16,2,75,1,2,11,37,3,86,38,20,15,17,0,3,13
"Cntrob",7,2,23,0,2,6,17,1,24,5,7,7,4,0,1,6
"Coa3",23,14,138,9,20,42,113,13,220,102,49,61,57,12,9,83
"Coa5",32,27,125,12,28,53,117,18,298,92,71,55,79,27,6,71
"Coa6",6,5,72,4,11,26,68,1,138,50,30,16,24,2,3,59
"Coa7",6,7,80,3,4,12,47,7,124,41,19,12,24,10,5,61
"Coasy",8,6,47,1,2,14,27,4,66,25,14,19,6,3,4,19
"Cobl",3,0,9,0,2,1,7,0,5,3,1,5,1,0,1,3
"Cobll1",3,1,19,12,26,13,12,1,19,15,1,25,64,33,0,2
"Coch",1,4,11,0,0,2,24,0,22,16,3,9,3,0,0,0
"Cog1",5,3,24,2,4,11,17,2,43,18,10,7,13,5,1,15
"Cog2",8,1,46,1,4,4,16,3,63,12,9,7,11,6,1,6
"Cog3",4,5,29,0,10,15,20,4,50,21,16,16,17,5,4,16
"Cog5",1,0,12,0,1,1,6,2,14,9,0,2,3,2,1,6
"Cog6",8,3,40,0,1,10,25,1,59,27,18,15,10,3,1,20
"Cog7",7,1,31,2,6,4,20,2,49,18,7,22,12,3,5,25
"Cog8;Pdf",27,7,153,6,9,39,97,12,266,98,60,54,57,12,4,54
"Coil",2,9,102,1,12,14,57,8,112,59,30,20,20,2,2,33
"Col10a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Col11a2",0,1,0,0,0,0,2,0,4,0,0,1,1,0,0,0
"Col12a1",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Col13a1",0,3,0,0,0,1,0,1,22,0,0,1,2,0,0,0
"Col14a1",0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,1
"Col15a1",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"Col16a1",1,0,1,0,0,0,1,0,3,1,0,0,2,0,0,0
"Col17a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Col18a1",1,5,239,0,26,15,125,14,63,66,8,14,43,1,1,52
"Col19a1",0,0,0,0,0,0,1,0,8,1,0,0,0,0,0,0
"Col1a1",1,0,4,0,0,21,5,0,20,2,3,1,214,0,0,1
"Col1a2",2,1,9,0,1,1,10,2,17,5,4,3,15,0,0,1
"Col22a1",0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Col23a1",0,7,0,0,2,7,0,0,46,0,5,1,0,0,1,0
"Col24a1",0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0
"Col25a1",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Col27a1",2,0,4,0,2,0,1,2,22,0,2,1,1,0,0,1
"Col28a1",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Col2a1",5,0,19,0,0,1,15,0,6,13,0,21,0,0,0,0
"Col3a1",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"Col4a1",14,19,79,2,114,43,60,6,299,58,59,123,97,7,0,12
"Col4a2",4,8,27,0,42,19,23,1,147,26,25,42,53,4,1,7
"Col4a3",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Col4a3bp",23,4,75,11,24,25,47,7,119,31,20,29,32,36,3,46
"Col4a4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Col4a5",0,0,2,0,1,0,0,0,7,3,3,0,5,0,0,0
"Col4a6",1,0,2,0,0,1,4,0,6,1,0,0,1,0,0,0
"Col5a2",1,10,11,0,0,13,8,1,40,4,9,3,10,0,0,0
"Col5a3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Col6a1",0,2,0,0,0,0,1,2,3,0,0,0,1,0,0,0
"Col6a2",0,0,1,0,0,2,3,0,4,1,1,1,0,0,0,0
"Col6a3",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Col6a4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Col6a5",0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
"Col6a6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Col7a1;Mir711",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"Col8a2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Col9a1",1,0,0,0,0,11,2,1,17,0,7,2,7,0,0,0
"Col9a2",1,0,8,0,0,1,8,0,3,4,2,0,1,0,0,0
"Col9a3",0,1,9,0,0,1,6,0,10,7,1,7,2,0,0,0
"Colec10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colec11",0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
"Colec12",2,8,27,1,21,27,34,2,119,23,38,8,37,0,0,3
"Colgalt2",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Colq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Commd2",15,8,83,11,6,43,85,16,217,69,50,41,50,19,6,67
"Commd3",15,7,19,6,28,16,21,9,90,23,15,32,20,11,5,35
"Commd4",15,6,76,8,25,25,60,13,172,66,32,39,47,17,6,50
"Commd5",8,2,61,0,11,24,29,5,79,33,29,10,21,2,1,35
"Commd6",11,9,65,4,23,43,75,9,159,68,27,32,30,9,5,38
"Commd7",4,5,60,10,12,22,39,5,98,35,21,33,28,15,3,36
"Commd8",24,12,129,3,8,33,116,9,254,97,43,41,57,14,4,48
"Commd9",6,8,56,0,21,12,42,4,93,38,19,21,20,11,2,20
"Comp",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Comtd1",3,2,42,5,11,11,28,2,39,30,9,17,6,6,3,21
"Copa",35,16,180,32,41,54,136,23,316,102,74,70,97,39,11,96
"Copb1",27,29,188,6,45,66,153,18,377,114,69,61,109,33,15,100
"Copb2",64,29,270,24,54,89,214,22,541,168,128,126,146,47,11,128
"Cope",28,17,168,8,30,65,138,14,300,108,69,55,84,20,6,67
"Copg1",35,19,148,13,31,66,124,23,370,90,58,68,81,31,5,85
"Copg2",17,2,44,1,7,9,40,3,59,26,17,23,17,4,1,22
"Coprs",16,10,106,1,11,27,79,5,164,72,31,33,17,8,6,58
"Cops2",62,35,368,32,44,140,293,30,713,246,133,129,186,54,28,228
"Cops3",54,23,312,12,33,92,272,30,573,200,108,111,101,28,11,152
"Cops4",52,24,290,16,26,114,277,37,588,204,105,127,136,55,18,158
"Cops5",72,34,415,27,40,123,291,34,721,248,125,156,189,55,13,202
"Cops6",39,20,197,18,17,62,148,23,396,114,87,69,87,45,8,108
"Cops7a",31,6,214,22,27,60,163,15,306,128,69,65,81,58,15,218
"Cops8",31,32,223,23,28,73,164,25,449,135,88,80,131,47,17,156
"Copz1",49,21,312,15,38,92,206,22,542,174,105,101,129,46,18,116
"Coq10a",3,2,9,0,2,3,8,0,8,7,4,4,4,0,1,4
"Coq3",4,3,36,6,3,5,32,2,57,20,4,15,17,7,1,14
"Coq4",20,7,92,2,6,18,33,10,111,51,31,32,28,8,4,30
"Coq6",7,2,44,1,7,13,31,1,65,31,19,16,24,5,3,14
"Coq7",14,8,114,5,10,36,75,11,179,59,32,33,44,14,3,30
"Coq9",4,4,26,1,10,14,14,2,44,21,4,13,14,5,1,27
"Corin",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Coro1a",3,0,46,0,0,2,30,5,20,22,3,5,1,0,0,2
"Coro1c",51,24,318,31,37,84,174,32,401,140,81,114,140,107,15,136
"Coro2a",2,0,7,0,0,0,4,0,0,1,1,2,2,1,0,2
"Coro2b",0,1,7,0,0,2,10,0,5,4,1,1,1,0,1,1
"Coro7",5,0,21,3,3,1,15,3,34,21,7,5,7,0,2,7
"Cort",0,0,3,0,0,0,1,0,6,2,1,0,3,0,0,0
"Cotl1",16,1,23,2,131,2,21,2,32,15,6,58,4,5,5,80
"Cox10",9,8,104,16,9,23,47,12,142,38,30,44,28,18,4,32
"Cox11",8,3,66,4,2,13,58,3,114,44,23,11,33,5,5,47
"Cox14",10,6,87,11,12,38,69,6,163,51,26,32,37,20,13,79
"Cox15",18,5,43,2,11,5,29,3,63,28,13,10,12,0,1,15
"Cox17",30,8,110,19,32,69,136,20,266,97,65,50,98,34,12,151
"Cox18",6,8,49,5,3,9,32,4,74,33,18,11,37,6,4,15
"Cox19",5,9,36,4,5,17,24,4,118,24,26,14,16,8,1,19
"Cox20",17,4,63,2,2,25,76,6,103,56,24,30,24,10,0,23
"Cox4i1",131,63,775,91,102,259,534,81,1405,516,311,300,354,120,46,468
"Cox4i2",0,1,4,0,0,8,1,0,14,3,7,0,7,0,0,1
"Cox5a",91,53,626,64,116,229,575,63,1270,407,260,289,271,142,26,310
"Cox5b",67,29,297,18,41,129,300,32,584,241,143,124,154,31,18,121
"Cox6a1",103,55,729,102,94,253,489,76,1246,398,212,272,291,144,32,351
"Cox6a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cox6b1",102,53,549,92,93,235,468,66,1133,356,247,240,283,134,30,335
"Cox6b2",7,7,25,0,1,6,29,3,61,17,7,3,7,0,1,7
"Cox6c",113,58,595,48,77,299,683,76,1302,468,239,255,271,91,31,415
"Cox7a1",0,0,14,1,6,2,11,2,8,9,1,7,3,2,0,4
"Cox7a2",145,72,830,69,119,433,813,81,1793,581,329,334,416,155,58,529
"Cox7a2l",57,14,207,12,24,83,220,22,395,181,98,102,109,27,8,154
"Cox7b2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cox8b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cox8c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpa1",0,5,0,0,0,0,0,0,7,0,0,0,5,0,0,0
"Cpa2",8,5,7,0,1,7,4,0,59,3,8,1,7,0,0,2
"Cpa3;Mir7007",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cpa4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cpa5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpa6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpb2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Cpd",9,9,29,1,20,7,30,4,92,22,24,27,17,11,2,23
"Cpeb1",0,0,2,0,0,0,1,0,2,1,1,0,1,0,0,0
"Cpeb2",8,1,6,9,13,7,2,1,24,5,2,5,6,7,1,27
"Cpeb4",5,0,15,3,12,7,8,1,33,10,1,7,7,8,2,9
"Cped1",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"Cphx3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cplx1",0,0,0,0,0,0,0,0,6,1,4,0,1,0,0,0
"Cplx2",0,1,5,0,1,13,7,1,30,5,5,3,6,0,0,1
"Cplx3",0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0
"Cplx4",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Cpm",1,0,13,12,4,2,15,0,11,3,3,15,3,14,1,45
"Cpn1",1,0,0,0,7,0,0,0,1,3,1,11,0,0,0,1
"Cpn2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpne1;Rbm12",43,26,252,14,26,77,199,23,526,191,107,93,96,23,11,104
"Cpne2",1,1,3,0,0,2,3,1,10,2,2,2,4,0,1,13
"Cpne3",10,6,71,6,12,22,56,7,121,42,31,30,28,19,23,266
"Cpne4",1,0,5,0,0,1,3,0,1,1,0,0,0,0,0,0
"Cpne5",0,0,6,0,0,1,2,0,4,1,0,0,2,2,0,0
"Cpne6",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpne7;Mir7080",0,0,0,0,0,0,0,2,2,4,1,2,1,0,0,1
"Cpne8",0,0,3,0,0,1,2,0,4,3,0,0,1,1,0,0
"Cpne9",0,0,2,0,0,2,2,0,1,1,0,0,0,1,0,0
"Cpped1",4,4,17,2,4,2,12,0,28,18,4,7,6,2,0,9
"Cpq",1,0,4,0,0,1,1,0,1,3,2,1,2,0,0,1
"Cps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpsf1",24,12,152,7,14,35,113,23,269,79,47,52,38,7,8,67
"Cpsf2",24,14,334,9,22,64,175,21,432,149,79,105,102,29,14,105
"Cpsf3",32,13,192,12,18,44,129,14,335,104,79,91,78,30,12,79
"Cpsf3l",20,10,165,18,12,34,118,15,226,78,58,48,61,13,6,71
"Cpsf4",9,16,174,7,11,30,97,16,271,64,54,51,60,8,8,53
"Cpsf4l",0,0,0,2,0,0,0,0,2,1,0,5,0,0,0,1
"Cpsf6",54,28,339,19,40,137,297,31,728,240,155,138,151,37,14,140
"Cpsf7",19,12,135,3,18,40,77,21,205,77,52,51,44,6,2,38
"Cpt1a",2,0,8,0,1,1,6,1,6,4,0,3,3,0,5,2
"Cpt1b",1,0,7,0,0,1,2,0,3,1,0,1,3,1,0,0
"Cpt1c",1,1,20,1,0,0,9,3,12,5,3,4,2,0,0,5
"Cpt2",7,2,43,2,7,5,58,5,96,50,26,16,10,8,2,26
"Cptp",1,4,11,1,9,5,11,0,38,14,7,7,9,3,4,12
"Cpvl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpxcr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpxm1",0,1,10,0,1,5,6,0,23,7,9,2,6,0,0,2
"Cpxm2",1,0,2,0,0,0,1,0,1,4,1,1,1,0,0,0
